n1,n2,n3,hierarquia_1,hierarquia_2,hierarquia_3,hierarquia_4,flag_fraude,tipo_de_tag
w1 - solicitacao,w2 - fraude,w3 - resultado analise prev fraude,Fraude,Fraude,Fraude,Resultado análise de fraude,Sim,Problema
w1 - solicitacao,w2 - fraude,w3 - resultado analise,Fraude,Fraude,Fraude,Resultado análise de fraude,Não,Solicitação
w1 - solicitacao,w2 - fraude,w3 - resultado analise de fraude,Fraude,Fraude,Fraude,Resultado análise de fraude,Sim,Problema
intent,resultado da analise,wb-ran,Fraude,Fraude,Fraude,Resultado análise de fraude,Não,Solicitação
,,n3 - resultado_analise,Cartão,Aprovação,Aprovação,Resultado da Proposta,Sim,Problema
w1 - solicitacao,w2 - backoffice,w3 - resultado de analise,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Solicitação
w1 - duvida,w2 - proposta,w3 - reclamacao proposta reprovada,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Reclamação
w1 - problema,w2 - proposta,w3 - resultado proposta dentro do prazo,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Solicitação
w1 - duvida,w2 - proposta,w3 - resultado proposta fora do prazo,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Solicitação
w1 - duvida,w2 - proposta,w3 - prazo nova proposta,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Dúvida
w1 - problema,w2 - cadastro,w3 - erro cadastro outros,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Reclamação
w1 - reclamacao,w2 - fraude,w3 - cliente nao aceita resultado de analise,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Problema
,,w3 - resultado analise de cadastro,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Solicitação
,,n3 - problema campanha aumento de limite,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Reclamação
,,n3 - campanhas,Cartão,Aprovação,Aprovação,Resultado da Proposta,Não,Reclamação
,,n3 - samsungpay,Cartão,Ativação,Ativação,Samsung pay,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - duvida samsungpay,Cartão,Ativação,Ativação,Samsung pay,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - samsungpay,Cartão,Ativação,Ativação,Samsung pay,Não,Dúvida
,,n3 - 2_via_cartao_perdido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_cartao_danificado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_outros,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via _ fraude,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_cartao_roubado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_desistencia,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - reenvio_de_cartao,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_cartao_vencido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - duvidas_apos_2_via,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
,,n3 - 2_via_nao_produzido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2 via cartao amarelo solicitada,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_nao_solicitada,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via - destruido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - recebimento plastico will,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
,,n3 - timeline_logistica,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
,,n3 - carta berço danificada,Cartão,Ativação,Ativação,Segunda via cartão,Não,Reclamação
w1 - solicitacao,w2 - logistica,w3 - 2 via cartao perdido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via outros,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via extraviado ou sinistrado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via cartao danificado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via destruido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via cartao roubado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via desconhece recebimento,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - duvida,w2 - logistica,w3 - duvida apos o reenvio do cartao,Cartão,Ativação,Ativação,Problema no recebimento do cartão,Não,Dúvida
w1 - solicitacao,w2 - logistica,w3 - solicitacao segunda via cliente migrado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Problema
w1 - solicitacao,w2 - logistica,w3 - pedido 2 via do cartao,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - duvida,w2 - cartao de credito fisico,w3 - duvidas apos 2 via cartao,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
w1 - solicitacao,w2 - logistica,w3 - 2 via nao solicitada,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - problema,,w3 - erro cvv segunda via,Cartão,Ativação,Ativação,Segunda via cartão,Não,Problema
w1 - solicitacao,w2 - logistica,w3 - 2 via cartao fraudado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via cartao vencido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
w1 - solicitacao,w2 - logistica,w3 - 2 via desistencia,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
w1 - problema,w2 - logistica,w3 - erro ao solicitar segunda via,Cartão,Ativação,Ativação,Segunda via cartão,Não,Problema
bot,bot will - logística novo (3),b3 - 2 via extraviado ou sinistrado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
bot,bot will - logística novo (3),b3 - duvidas 2 via cartao,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
w1 - duvida,w2 - migracao pag will,w3 - recebimento plastico migracao pag will,Cartão,Ativação,Ativação,Segunda via cartão,Não,Dúvida
,,n3 - 2_via _ problema_no_chip,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - 2_via_cartao_quebrado,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
bot,,b3 - falha entrega do cartao,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
bot,,b3- 2 via cartao perdido,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
bot,,q3 - logística,Cartão,Ativação,Ativação,Rastreio de cartão,Não,Dúvida
bot,,q3 - segunda via,Cartão,Ativação,Ativação,Segunda via cartão,Não,Problema
,,w3 - bloqueio erro cvv,Cartão,Ativação,Ativação,Primeiro Desbloqueio de cartão,Sim,Solicitação
intent,roubo de cartao ou dispositivo,wb-rcd,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
intent,segunda via,wb-svi,Cartão,Ativação,Ativação,Segunda via cartão,Não,Solicitação
,,n3 - senha_de_acesso_ao_app,Conta,Acquisition,Acquisition,Senha da conta,Não,Solicitação
w1 - solicitacao,w2 - cartao debito,w3 - desbloquear minha senha no debito,Conta,Acquisition,Acquisition,Senha da conta,Não,Solicitação
w1 - solicitacao,w2 - saque,w3 - quero bloquear senha para saque,Conta,Acquisition,Acquisition,Senha da conta,Não,Solicitação
w1 - solicitacao,w2 - cartao debito,w3 - bloquear a minha senha do debito,Conta,Acquisition,Acquisition,Senha da conta,Não,Solicitação
w1 - solicitacao,w2 - saque,w3 - quero desbloquear senha para saque,Conta,Acquisition,Acquisition,Senha da conta,Não,Solicitação
,,n3 - _senha_invalida,Conta,Acquisition,Acquisition,Senha da conta,Não,Solicitação
bot,,q3 - senha do cartão,Conta,Acquisition,Acquisition,Senha da conta,Não,Dúvida
,,n3 - pendência_de_cadastro,Cartão,Aprovação,Aprovação,Status da Proposta,Não,Solicitação
w1 - duvida,w2 - cadastro,w3 - status cadastro,Cartão,Aprovação,Aprovação,Status da Proposta,Não,Dúvida
w1 - duvida,w2 - proposta,w3 - proposta status pendente,Cartão,Aprovação,Aprovação,Status da Proposta,Não,Dúvida
,,n3 - validacao_3ds,Fraude,Fraude,Fraude,Token 3DS,Não,Dúvida
w1 - problema,w2 - fraude,w3 - nao recebe token 3ds,Fraude,Fraude,Fraude,Token 3DS,Não,Reclamação
w1 - duvida,w2 - fraude,w3 - duvidas sobre token 3ds,Fraude,Fraude,Fraude,Token 3DS,Não,Dúvida
,,n3 - nao recebimento do link,Cartão,Aquisição,Aquisição,Token E-mail,Não,Reclamação
,,n3 - nao_recebe_token_e-mail,Cartão,Aquisição,Aquisição,Token E-mail,Não,Problema
w1 - problema,w2 - acesso,w3 - nao recebeu token email acesso,Cartão,Aquisição,Aquisição,Token E-mail,Não,Problema
w1 - duvida,w2 - cadastro,w3 - duvidas sobre token,Cartão,Aquisição,Aquisição,Token E-mail,Não,Dúvida
w1 - problema,w2 - proposta,w3 - nao recebeu token email proposta,Cartão,Aquisição,Aquisição,Token E-mail,Não,Reclamação
w1 - problema,w2 - cadastro,w3 - nao recebeu token email,Cartão,Aquisição,Aquisição,Token E-mail,Não,Reclamação
w1 - problema,w2 - cadastro,w3 - nao recebeu token e-mail,Cartão,Aquisição,Aquisição,Token E-mail,Não,Reclamação
intent,erro ao receber token - email,wb-erte,Cartão,Aquisição,Aquisição,Token E-mail,Não,Reclamação
,,n3 - nao_recebe_token_sms,Cartão,Aquisição,Aquisição,Token SMS,Não,Reclamação
,,n3 - duvidas_sobre_token,Cartão,Aquisição,Aquisição,Token SMS,Não,Dúvida
,,n3 - erro_solicitar_senha,Cartão,Aquisição,Aquisição,Token SMS,Não,Reclamação
w1 - problema,w2 - acesso,w3 - nao recebeu token sms acesso,Cartão,Aquisição,Aquisição,Token SMS,Não,Problema
w1 - problema,w2 - proposta,w3 - nao recebeu token sms proposta,Cartão,Aquisição,Aquisição,Token SMS,Não,Problema
w1 - problema,w2 - cadastro,w3 - nao recebeu token sms,Cartão,Aquisição,Aquisição,Token SMS,Não,Reclamação
w1 - problema,w2 - acesso,w3 - erro acessar app token,Cartão,Aquisição,Aquisição,Token SMS,Não,Problema
intent,erro ao receber token - sms,wb-erts,Cartão,Aquisição,Aquisição,Token SMS,Não,Reclamação
,,n3 - compra nao autorizada debito online,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Reclamação
,,n3 - compras_cartao_debito,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Dúvida
,,n3 - auxilio_600,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Dúvida
w1 - problema,w2 - cartao debito,w3 - compra no debito nao passou,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Reclamação
w1 - problema,w2 - cartao debito,w3 - compra de debito não passou e valor saiu da conta,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Problema
w1 - solicitacao,w2 - extrato e saldo,w3 - cancelar valor em lancamento futuro no extrato,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Solicitação
w1 - problema,w2 - cartao debito,w3 - compra nao autorizada debito online,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Reclamação
bot,bot will - fraude (1),b3 - compra nao autorizada,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Dúvida
,,n3 - solicitacao_cartao_debito,Conta,Banking Transfers,Banking Transfers,Uso do cartão de débito,Não,Reclamação
,,n3 - dispositivo lista restritiva,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
,,n3 - liberar dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
,,w3 - validação novo dispositivo selfie,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
w1 - duvida,w2 - proposta,w3 - como fazer cadastro app,Fraude,Fraude,Fraude,Validação novo dispositivo,Não,Dúvida
w1 - problema,w2 - cadastro,w3 - erro enviar documento,Fraude,Fraude,Fraude,Validação novo dispositivo,Não,Solicitação
w1 - problema,w2 - proposta,w3 - erro enviar documento,Fraude,Fraude,Fraude,Validação novo dispositivo,Não,Solicitação
w1 - problema,w2 - cadastro,w3 - erro enviar self,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
w1 - duvida,w2 - fraude,w3 - duvidas validacao novo dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
w1 - problema,w2 - acesso,w3 - erro app acessar conta,Fraude,Fraude,Fraude,Validação novo dispositivo,Não,Problema
w1 - problema,w2 - proposta,w3 - erro enviar selfie,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
w1 - solicitacao,w2 - fraude,w3 - bloqueio alteracao cadastral,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Reclamação
w1 - solicitacao,w2 - fraude,w3 -  bloqueio prevencao cartao,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Reclamação
w1 - solicitacao,w2 - fraude,w3 - bloqueio acesso app,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
w1 - solicitacao,w2 - fraude,w3 - validacao novo dispositivo selfie,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
w1 - solicitacao,w2 - fraude,w3 - validacao novo dispositivo facial,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
,,w3 - bloqueio acesso app prev fraude,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
bot,bot will - validar selfie,b3 - validação novo dispositivo selfie,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Dúvida
w1 - problema,w2 - acesso,w3 - validacao novo dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
w1 - solicitacao,w2 - fraude,w3 - validação novo dispositivo facial,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
w1 - solicitacao,w2 - fraude,w3 - bloqueio prevencao cartao,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Reclamação
w1 - problema,w2 - acesso,w3 - resultado analise de acesso,Fraude,Fraude,Fraude,Validação novo dispositivo,Não,Problema
,,n3 - erro_liberar_o_dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
bot,,q3 - validação de dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
,,n3 - prova de vida,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Problema
intent,validacao de disposivo e erro ao acessar app,wb-vdea,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
,,n3 - duvidas_após_alterar_data_de_vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,n3 - como_alterar_a_data_de_vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,n3 - detalhes_compra,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,n3 - vencimento_feriado,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,n3 - alteracao_de_vencimento_negada,Cartão,Compra,Compra,Vencimento fatura,Não,Reclamação
,,n3 - dia_de_vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,n3 - erro_alterar_vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Reclamação
,,n3 - data_lancamento_conta,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,n3 - erro_data_boleto,Cartão,Compra,Compra,Vencimento fatura,Não,Reclamação
,,n3 - dia_de_vencimento_excecao,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - alterar vencimento fatura,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - qual melhor dia de compra,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - duvidas apos alterar o vencimento da fatura,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
w1 - problema,w1 - fatura,w3 - problema parcela de compra antecipada,Cartão,Compra,Compra,Vencimento fatura,Não,Problema
w1 - duvida,w2 - fatura,w3 - duvida vencimento feriado,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
w1 - duvida,w2 - fatura,w3 - duvida dia de vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,w3 - duvida dia de vencimento fatura,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
w1 - solicitacao,w2 - fatura,w3 - alterar vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Solicitação
bot,bot will - fatura aberta (3),b3 - alterar vencimento fatura,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
bot,bot will - migração,b3 - duvida dia de vencimento fatura,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,w3 - duvida - alterar vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,w3 - solicitacao - alterar vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Solicitação
,,w3 - duvida - data de vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,w3 - duvida - data de vencimento,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
intent,alteracao de vencimento da fatura,wb-avf,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
intent,vencimento em dia nao util,wb-vdnu,Cartão,Compra,Compra,Vencimento fatura,Não,Dúvida
,,w3 - duvida caderninho,Autônomo,Autônomo,Autônomo,Caderninho,Não,Dúvida
,,w3 - bloqueio perda roubo dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
,,w3 - desbloqueio perda roubo dispositivo,Fraude,Fraude,Fraude,Validação novo dispositivo,Sim,Solicitação
,,w3 - duvida pix no debito,Conta,Pix,Pix,Envio de PIX,Não,Dúvida
,,w3 - duvida pix no credito,Conta,Pix Service,Pix Service,PIX - Crédito,Não,Dúvida
,,w3 - pix no credito não compensado no destino,Conta,Pix Service,Pix Service,PIX - Crédito,Não,Reclamação
,,w3 - erro pix no credito,Conta,Pix Service,Pix Service,PIX - Crédito,Não,Problema
,,w3 - como excluir chave pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
,,w3 - erro app excluir chave pix,Conta,Pix,Pix,Chaves PIX,Não,Problema
,,w3 - duvida parceria loja will,Marketplace,Marketplace,Marketplace,Novos Parceiros,Não,Dúvida
,,w3 - cpf nao encontrado,Marketplace,Marketplace,Marketplace,Problemas na identificação do cliente,Não,Problema
,,w3 - duvida comunicacao da loja will,Marketplace,Marketplace,Marketplace,Comunicação Loja will,Não,Dúvida
,,w3 - reclamacao comunicacao da loja will,Marketplace,Marketplace,Marketplace,Comunicação Loja will,Não,Reclamação
,,w3 - duvida e problemas com BNPL loja will,Marketplace,Marketplace,Marketplace,Testes e Novos Produtos,Não,Dúvida
,,w3 - duvida com cupom loja will,Marketplace,Marketplace,Marketplace,Cupom,Não,Dúvida
,,w3 - problema com cupom loja will,Marketplace,Marketplace,Marketplace,Cupom,Não,Dúvida
,,w3 - bug no site ou app loja will,Marketplace,Marketplace,Marketplace,Problemas no site ou app,Não,Problema
,,w3 - duvida cashback loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do cashback,Não,Dúvida
,,w3 - problema cashback loja will,Marketplace,Marketplace,Marketplace,Reclamação pagamento cashback,Não,Problema
,,w3 - solicitacao reenvio de extrato loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do cashback,Não,Solicitação
,,w3 - duvida gift card loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do Gift Card,Não,Dúvida
,,w3 - cancelar gift card loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do Gift Card,Não,Solicitação
,,w3 - problema compra gift card loja will,Marketplace,Marketplace,Marketplace,Problemas com Gift Card,Não,Problema
,,w3 - gift card nao funciona ou erro no resgate loja will,Marketplace,Marketplace,Marketplace,Problemas com Gift Card,Não,Problema
,,n3 - duvidas parceria loja will,Marketplace,Marketplace,Marketplace,Novos Parceiros,Não,Dúvida
,,n3 - cpf nao encontrado,Marketplace,Marketplace,Marketplace,Problemas na identificação do cliente,Não,Problema
,,n3 - duvida comunicacao da loja will,Marketplace,Marketplace,Marketplace,Comunicação Loja will,Não,Dúvida
,,n3 - reclamacao comunicacao da loja will,Marketplace,Marketplace,Marketplace,Comunicação Loja will,Não,Reclamação
,,n3 - duvida e problemas com BNPL loja will,Marketplace,Marketplace,Marketplace,Testes e Novos Produtos,Não,Dúvida
,,n3 - duvida com cupom loja will,Marketplace,Marketplace,Marketplace,Cupom,Não,Dúvida
,,n3 - problema com cupom loja will,Marketplace,Marketplace,Marketplace,Cupom,Não,Dúvida
,,n3 - bug no site ou app loja will,Marketplace,Marketplace,Marketplace,Problemas no site ou app,Não,Problema
,,n3 - duvida cashback loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do cashback,Não,Dúvida
,,n3 - problema cashback loja will,Marketplace,Marketplace,Marketplace,Reclamação pagamento cashback,Não,Problema
,,n3 - solicitacao reenvio de extrato loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do cashback,Não,Solicitação
,,n3 - duvida gift card loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do Gift Card,Não,Dúvida
,,n3 - cancelar gift card loja will,Marketplace,Marketplace,Marketplace,Dúvidas regras do Gift Card,Não,Solicitação
,,n3 - problema compra gift card loja will,Marketplace,Marketplace,Marketplace,Problemas com Gift Card,Não,Problema
,,n3 - gift card nao funciona ou erro no resgate loja will,Marketplace,Marketplace,Marketplace,Problemas com Gift Card,Não,Problema
,,w3 - problema visualizar saldo,Conta,Banking Account,Banking Account,Gestão de Extrato,Não,Problema
,,w3 - problema acessar extrato,Conta,Banking Account,Banking Account,Gestão de Extrato,Não,Dúvida
,,w3 - historico de atendimento,Atendimento,Atendimento,Atendimento,Canais de atendimento,Não,Solicitação
,,w3 - Credito Pessoal | erro ao pagar via boleto,Crédito Pessoal,Empréstimo,Empréstimo,Crédito pessoal,Não,Problema
,,w3 - Credito Pessoal | boleto nao compensado,Crédito Pessoal,Empréstimo,Empréstimo,Crédito pessoal,Não,Problema
,,w3 - duvida plim,Crédito e Cobrança,Limite de crédito,Limite de crédito,Plim,Não,Dúvida
,,w3 - duvida open finance,Conta,Pix Service,Pix Service,Open Finance,Não,Dúvida
,,w3 - problema pix open finance,Conta,Pix Service,Pix Service,Open Finance,Não,Problema
,,w3 - credito pessoal | negociacao via app,Crédito Pessoal,Empréstimo,Empréstimo,Crédito pessoal,Não,Dúvida
