n1,n2,n3,hierarquia_1,hierarquia_2,hierarquia_3,hierarquia_4,flag_fraude,tipo_de_tag
,,n3 - conciliacao_compra,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
,,n3 - melhor_dia_de_compra,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
,,n3 - operacao reconhecida,Cartão,Compra,Compra,Dúvidas em lançamentos,Sim,Problema
,,n3 - compra_credito_nao_consta_na_timeline,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
,,n3 - erro_compra_nao_consta_na_timeline,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Reclamação
w1 - duvida,w2 - fatura,w3 - compra em processamento,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
w1 - problema,w2 - fatura,w3 - problema parcela de compra nao foi lancada,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Reclamação
w1 - duvida,w2 - fatura,w3 - compra em conciliacao,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
bot,bot will - migração,b3 - duvida compra em processamento,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
,,w3 - duvida - compra em processamento,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
,,w3 - problema - compra não lançada,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Problema
intent,data de melhor compra e fechamento,wb-dmcf,Cartão,Compra,Compra,Dúvidas em lançamentos,Não,Dúvida
w1 - dúvida,w2 - novas funcionalidades,w3 - fgts | amortizacao,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
w1 - dúvida,w2 - novas funcionalidades,w3 - fgts | cancelamento contrato,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
w1 - dúvida,w2 - novas funcionalidades,w3 - fgts | como adquirir,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
w1 - problema,w2 - novas funcionalidades,w3 - fgts | erros com codigo,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Problema
w1 - problema,w2 - novas funcionalidades,w3 - fgts | erros sem codigo,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Problema
w1 - problema,w2 - novas funcionalidades,w3 - fgts | ilegiveis,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Problema
w1 - problema,w2 - novas funcionalidades,w3 - fgts | inelegiveis,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Problema
w1 - dúvida,w2 - novas funcionalidades,w3 - fgts | quitacao,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
w1 - solicitação,w2 - novas funcionalidades,w3 - fgts | solicitacao ddc,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Solicitação
w1 - dúvida,w2 - novas funcionalidades,w3 - fgts | status solicitacao,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
w1 - problema,w2 - novas funcionalidades,w3 - fgts | instabilidade de sistema,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Problema
bot,bot will - FGTS,b3 - fgts | instabilidade de sistema,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | quitacao,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | erros sem codigo,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,,q3 - fgts,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
intent,fgts,wb-fgts,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
,,n3 - erro cadastro loja will,Marketplace,Marketplace,Marketplace,Problemas no site ou app,Não,Reclamação
,,n3 - duvidas loja will,Marketplace,Marketplace,Marketplace,Dúvidas Marketplace,Não,Dúvida
,,n3 - erro e-mail loja will,Marketplace,Marketplace,Marketplace,Comunicação Loja will,Não,Reclamação
,,n3 - cpf nao encontrado loja will,Marketplace,Marketplace,Marketplace,Problemas na identificação do cliente,Não,Reclamação
w1 - duvida,w2 - cashback,w3 - duvidas loja will,Marketplace,Marketplace,Marketplace,Dúvidas Marketplace,Não,Dúvida
w1 - problema,w2 - cashback,w3 - erro e-mail loja will,Marketplace,Marketplace,Marketplace,Comunicação Loja will,Não,Dúvida
w1 - problema,w2 - cashback,w3 - erro cadastro loja will,Marketplace,Marketplace,Marketplace,Problemas no site ou app,Não,Dúvida
w1 - problema,w2 - cashback,w3 - erro cupom loja will,Marketplace,Marketplace,Marketplace,Cupom,Não,Dúvida
w1 - problema,w2 - cashback,w3 - cpf nao encontrado loja will,Marketplace,Marketplace,Marketplace,Problemas na identificação do cliente,Não,Problema
bot,bot will - cashback,b3 - duvida cupom de desconto,Marketplace,Marketplace,Marketplace,Cupom,Não,Dúvida
bot,bot will - mapa,b3 - duvida loja will,Marketplace,Marketplace,Marketplace,Dúvidas Marketplace,Não,Dúvida
bot,,q3 - loja will,Marketplace,Marketplace,Marketplace,Dúvidas Marketplace,Não,Dúvida
intent,loja e cashback,wb-lca,Marketplace,Marketplace,Marketplace,Dúvidas Marketplace,Não,Dúvida
,,n3 - pix,Conta,Pix,Pix,Dúvidas PIX,Sim,Problema
,,n3 - pix bacen - vazamento,Conta,Pix,Pix,Dúvidas PIX,Sim,Problema
,,n3 - solicitação aumento pix,Conta,Pix,Pix,Dúvidas PIX,Não,Solicitação
,,n3 - como cadastrar ou alterar meu pix,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
,,n3 - pix_para_conta_pag,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
,,n3 - open banking,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
w1 - problema,w2 - pix,w3 - pix bacen - vazamento,Conta,Pix,Pix,Dúvidas PIX,Sim,Problema
w1 - duvida,w2 - pix,w3 - quais as tarifas e encargos para pix,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
w1 - duvida,w2 - pix,w3 - duvidas limite pix,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
w1 - duvida,w2 - pix,w3 - duvidas sobre portabilidade pix,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
,,w3 - quando tera open banking,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
bot,bot will - pix,b3 - duvida pix,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
w1 - solicitacao,w2 - pix,w3 - resultado analise de pix,Conta,Pix,Pix,Dúvidas PIX,Não,Solicitação
,,n3 - avaliacao_pix,Conta,Pix,Pix,Dúvidas PIX,Sim,Problema
intent,duvidas pix,wb-dp,Conta,Pix,Pix,Dúvidas PIX,Não,Dúvida
w1 - duvida,w2 - gamificacao,w3 - duvida campanha gamificacao,Cartão,Aprovação,Aprovação,Dúvidas sobre campanha gamificação,Não,Dúvida
w1 - problema,w2 - gamificacao,w3 - problema campanha gamificacao,Cartão,Aprovação,Aprovação,Dúvidas sobre campanha gamificação,Não,Reclamação
w1 - reclamacao,w2 - limite de credito,w3 - nao recebeu aumento da gamificacao,Cartão,Aprovação,Aprovação,Dúvidas sobre campanha gamificação,Não,Reclamação
,,n3 - campanha aumento de limite,Cartão,Aprovação,Aprovação,Dúvidas sobre campanha gamificação,Não,Dúvida
bot,,q3 - gamificação,Cartão,Aprovação,Aprovação,Dúvidas sobre campanha gamificação,Não,Dúvida
,,n3 - melhor_dia_de_compra,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
,,n3 - cartao_dual,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
,,n3 - duvidas cartao amarelo,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - duvida cartao dual,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - duvidas dados do cartao,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - cartao dual,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
w1 - duvida,w2 - cadastro,w3 - bandeira do cartão.,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
intent,status cartao,wb-sca,Cartão,Compra,Compra,Dúvidas sobre cartão,Não,Dúvida
,,n3 - emprestimo,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Dúvida
,,n3 - emprestimo pessoal,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Dúvida
,,n3 - antecipacao_emprestimo_pessoal,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Solicitação
w1 - duvida,w2 - novas funcionalidades,w3 - quando tera emprestimo,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Dúvida
w1 - duvida,w2 - novas funcionalidades,w3 - credito pessoal,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Dúvida
bot,bot will - empréstimo,b3 - duvida emprestimo,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | amortizacao,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | cancelamento contrato,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | como adquirir,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | duvidas antes de contratar,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | duvidas apos contratar,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | ilegiveis,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | inelegiveis,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | solicitacao ddc,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
bot,bot will - FGTS,b3 - fgts | status solicitacao,Crédito Pessoal,FGTS,FGTS,Dúvidas FGTS,Não,Dúvida
w1 - duvida,w2 - novas funcionalidades,w3 - quando tera credito pessoal,Crédito Pessoal,Crédito Pessoal,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,Não,Dúvida
,,w3 - credito pessoal | como adquirir,Crédito Pessoal,Empréstimo,Empréstimo,Crédito pessoal,Não,Dúvida
,,w3 - credito pessoal | amortização,Crédito Pessoal,Empréstimo,Empréstimo,Crédito pessoal,Não,Solicitação
