dt_mes,hierarquia_1,hierarquia_4,clientes_cx,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados
2023-04-01,Tecnologia,Primeiro Desbloqueio de cartão,52,47,45,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Recebimento de PIX,250,220,168,2,R$ 400,R$ 81,"27,8"
2023-04-01,Cartão,Faturas futuras,980,406,205,18,R$ 21.178,R$ 235.310,"31,2"
2023-01-01,Cartão,Reenvio de cartão,2892,155,27,25,R$ 18.872,R$ 36.641,"35,9"
2023-05-01,Cartão,Desbloqueio de cartão,788,138,27,24,R$ 20.123,R$ 41.339,"34,6"
2023-05-01,Crédito Pessoal,Problemas com a compra,37,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Wallet,228,29,5,4,R$ 3.816,R$ 520,"35,5"
2023-06-01,Marketplace,Resultado análise de fraude,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Resultado da Proposta,30,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Reenvio de cartão,21,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Rastreio de cartão,17,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Recebimento de TED,42,20,13,1,R$ 300,R$ 1.873,"31,2"
2023-04-01,Fraude,Dúvidas sobre pagamento de fatura,21,16,16,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Primeiro Desbloqueio de cartão,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Envio de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Devolução,4,2,2,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Dúvidas Conta,8,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Fechamento Fatura,27,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Não entendimento fatura,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Gestão de Recarga,6,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Problema no recebimento do cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Gestão de Saque,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Chat duplicado,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Resultado análise de fraude,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Atendimento de terceiros,10,3,2,1,R$ 1.219,R$ 31,"31,2"
2023-02-01,Fraude,Dúvidas em lançamentos,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Token E-mail,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Dúvidas sobre campanha gamificação,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Boleto de Depósito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Member Get Member (MGM),1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Gestão de Extrato,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Antecipação de Fatura,3717,1118,123,103,R$ 128.042,R$ 92.118,"35,9"
2023-03-01,Assunto não identificado,Assunto não identificado,4209,1380,153,136,R$ 130.144,R$ 253.881,"33,4"
2023-01-01,Cartão,Problemas com a compra,6376,1688,151,139,R$ 201.272,R$ 270.041,"36,8"
2023-03-01,Cartão,Informações sobre fatura,4970,1062,193,161,R$ 275.983,R$ 1.676.212,"39,8"
2023-04-01,Tecnologia,Erro Funcionalidades,6922,4167,2472,148,R$ 155.021,R$ 237.288,"31,2"
2023-03-01,Cartão,Segunda via cartão,16579,2880,342,306,R$ 508.467,R$ 688.316,"39,9"
2023-06-01,Cartão,Desbloqueio de cartão,910,177,31,27,R$ 20.440,R$ 9.967,"35,9"
2023-02-01,Cartão,Devolução,552,22,3,3,R$ 1.821,-R$ 301,"39,8"
2023-02-01,Cartão,Dúvidas sobre pagamento de fatura,6803,1267,259,189,R$ 255.174,R$ 1.033.618,"36,8"
2023-02-01,Tecnologia,Validação novo dispositivo,122,7,1,1,R$ 825,-R$ 138,"31,2"
2023-02-01,Marketplace,Gestão de Recarga,2120,521,34,33,R$ 25.384,R$ 26.204,"31,2"
2023-02-01,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,804,148,16,14,R$ 14.573,R$ 16.215,"34,6"
2023-02-01,Crédito Pessoal,Novos Produtos,28,3,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Resultado da Proposta,152,8,2,2,R$ 1.699,R$ 338,"44,3"
2023-01-01,Cartão,Fechamento Fatura,2687,407,28,27,R$ 39.497,R$ 80.045,"36,8"
2023-02-01,Conta,Dúvidas PIX,867,232,38,32,R$ 37.125,R$ 70.819,"39,8"
2023-05-01,Fraude,Bloqueio de senha,131,13,3,2,R$ 8.781,R$ 1.802,"48,7"
2023-01-01,Tecnologia,Token E-mail,31,1,1,1,R$ 1.176,R$ 74,"36,8"
2023-01-01,Conta,Envio de TED,142,44,2,2,R$ 1.000,R$ 1.232,"31,5"
2023-03-01,Crédito Pessoal,Dúvidas FGTS,319,82,22,15,R$ 13.636,R$ 28.206,"31,2"
2023-01-01,Marketplace,Dúvidas Marketplace,166,42,4,4,R$ 3.428,R$ 5.134,"37,9"
2023-01-01,Fraude,Antecipação de Fatura,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Uso do cartão de débito,10,1,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Reenvio de cartão,16,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Dúvidas sobre campanha gamificação,11,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Gerar fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Desbloqueio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Fechamento Fatura,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Rastreio de cartão,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Reclamação pagamento cashback,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Problema no recebimento do cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Aquisição de Crédito,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Novos Parceiros,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Riscos 2 nivel,Token E-mail,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Envio de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Dúvidas em lançamentos,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Não reconhecimento de compra no crédito,7980,4259,2060,351,R$ 453.560,R$ 580.091,"38,5"
2023-01-01,Cartão,Informações sobre fatura,5485,1197,239,208,R$ 306.431,R$ 1.295.564,"36,8"
2023-01-01,Cartão,Bloqueio de senha,1885,401,66,55,R$ 69.391,R$ 199.016,"36,8"
2023-06-01,Cartão,Antecipação de Fatura,3060,996,110,96,R$ 105.390,R$ 69.079,"36,4"
2023-06-01,Crédito Pessoal,Rastreio de cartão,17,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Token SMS,131,5,1,1,R$ 500,R$ 1.658,"31,2"
2023-05-01,Conta,Envio de PIX,5047,1289,145,124,R$ 108.681,R$ 267.941,"36,8"
2023-04-01,Cartão,Dúvidas em lançamentos,1975,1404,899,28,R$ 35.821,R$ 78.231,"36,8"
2023-06-01,Cartão,Devolução,1425,163,20,17,R$ 12.027,R$ 823,"31,2"
2023-05-01,Conta,Gestão do Bolso/Rendimento Conta,1132,314,33,27,R$ 35.587,R$ 64.389,"36,8"
2023-02-01,Cartão,Desbloqueio de cartão,710,140,18,18,R$ 21.457,R$ 16.469,"35,1"
2023-01-01,Conta,Dúvidas Conta,476,62,5,4,R$ 7.454,-R$ 19.041,"36,8"
2023-03-01,Cartão,Parcelamento de compra,229,74,4,3,R$ 6.371,R$ 3.000,"39,9"
2023-01-01,Conta,Segunda via cartão,392,20,2,2,R$ 2.744,R$ 3.324,"52,2"
2023-06-01,Cartão,Assunto não identificado,203,23,7,4,R$ 5.481,R$ 1.775,"38,3"
2023-05-01,Conta,Informações sobre fatura,135,8,3,3,R$ 2.580,R$ 7.452,"63,9"
2023-01-01,Cartão,Compra internacional,48,17,3,3,R$ 2.027,R$ 1.766,"36,8"
2023-03-01,Conta,Cancelamento de conta,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Não entendimento fatura,21,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Assunto não identificado,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Cartão virtual,13,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Fechamento Fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Contactless,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Bloqueio de conta,60,12,1,1,R$ 3.189,R$ 0,"36,8"
2023-02-01,Conta,Faturas futuras,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Segunda via cartão,33,3,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Dúvidas Marketplace,103,22,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Chaves PIX,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Gestão de Saque,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Segunda via cartão,17,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Token E-mail,55,2,1,1,R$ 577,R$ 4.589,"36,8"
2023-05-01,Marketplace,Validação novo dispositivo,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Lançamentos duplicados,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Cancelamento de compra no crédito,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Canais de atendimento,16,7,3,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Primeiro Desbloqueio de cartão,3,2,2,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Gerar fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Desbloqueio de cartão,20,5,1,1,R$ 1.095,R$ 1,"47,1"
2023-02-01,Fraude,Wallet,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Dúvidas Conta,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Member Get Member (MGM),1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Desbloqueio de cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Lançamentos duplicados,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Devolução,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Resultado da Proposta,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Reabertura de conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Gestão de Extrato,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Boleto de Depósito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Problemas com a compra,7828,1820,175,155,R$ 219.116,R$ 244.859,"36,8"
2023-04-01,Cartão,Vencimento fatura,3402,1944,1335,46,R$ 62.064,R$ 88.871,"36,8"
2023-02-01,Cartão,Reenvio de cartão,2589,209,28,26,R$ 12.220,R$ 957,"31,2"
2023-04-01,Cartão,Fechamento Fatura,3279,3244,2985,32,R$ 36.788,R$ 139.285,"31,2"
2023-04-01,Cartão,Token SMS,256,174,156,4,R$ 9.168,R$ 756,"42,0"
2023-03-01,Tecnologia,Novos Produtos,26,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Falsidade ideológica,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Riscos 2 nivel,Segunda via cartão,30,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Assunto não identificado,48,3,1,1,R$ 1.187,R$ 72,"35,9"
2023-05-01,Marketplace,Não reconhecimento de compra no crédito,18,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Dúvidas sobre pagamento de fatura,44,4,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Gerar fatura,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Dúvidas sobre pagamento de fatura,49,2,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Problemas com a compra,94,102,95,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Gerar fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Reenvio de cartão,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Segunda via cartão,19,5,5,1,R$ 500,R$ 87,"39,9"
2023-02-01,Marketing,Resultado análise de fraude,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Informações sobre cartão,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Token E-mail,32,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Resultado análise de fraude,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Cartão virtual,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Informações sobre cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Gerar fatura,22,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Recebimento de PIX,6,4,2,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Gestão do Bolso/Rendimento Conta,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Assunto não identificado,7,3,3,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Dúvidas Conta,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Devolução,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Resultado análise de fraude,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Wallet,11,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Reenvio de cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Cartão adicional,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Dúvidas sobre campanha gamificação,2,1,1,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Faturas futuras,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Cupom,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Cancelamento de conta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Rastreio de cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Envio de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Devolução,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Falsidade ideológica,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Cancelamento de compra no crédito,9949,3000,299,280,R$ 381.506,R$ 322.322,"36,8"
2023-03-01,Cartão,Fechamento Fatura,3013,244,26,24,R$ 27.340,R$ 110.340,"36,8"
2023-04-01,Conta,Resultado da Proposta,88,12,8,1,R$ 5.874,R$ 0,"39,9"
2023-05-01,Cartão,Devolução,1302,83,13,13,R$ 8.511,R$ 17.641,"31,2"
2023-04-01,Cartão,Dúvidas sobre cartão,531,457,374,4,R$ 4.167,-R$ 330,"36,4"
2023-03-01,Tecnologia,Primeiro Desbloqueio de cartão,76,15,1,1,R$ 577,-R$ 85,"39,8"
2023-01-01,Atendimento,Canais de atendimento,205,43,6,6,R$ 6.744,R$ 1.664,"34,6"
2023-04-01,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,572,283,201,11,R$ 14.522,R$ 5.274,"36,8"
2023-01-01,Marketplace,Rastreio de cartão,18,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Informações sobre fatura,130,15,3,3,R$ 4.309,R$ 3.171,"36,8"
2023-01-01,Crédito Pessoal,Vencimento fatura,31,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Alteração de Cadastro na Proposta,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Token SMS,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Não reconhecimento de compra no crédito,30,1,1,1,R$ 100,R$ 0,"31,2"
2023-01-01,Crédito Pessoal,Pagamento de Boleto,23,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Resultado da Proposta,16,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Não reconhecimento de compra no crédito,36,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Primeiro Desbloqueio de cartão,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Pagamento de Boleto,16,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Não reconhecimento de recarga/título/ted,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Primeiro Desbloqueio de cartão,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Atendimento de terceiros,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Reenvio de cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Atendimento de terceiros,13,3,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Member Get Member (MGM),1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Faturas futuras,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Member Get Member (MGM),3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Uso do cartão de débito,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Faturas futuras,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Dúvidas em lançamentos,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Resultado análise de fraude,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Member Get Member (MGM),1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Crédito pessoal,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Dúvidas sobre empréstimo/crédito pessoal,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Faturas futuras,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Token 3DS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Crédito pessoal,2449,429,46,41,R$ 37.682,R$ 107.665,"35,9"
2023-03-01,Cartão,Gerar fatura,1065,263,35,28,R$ 31.203,R$ 39.670,"33,4"
2023-05-01,Conta,Pagamento de Boleto,3279,733,80,67,R$ 63.417,R$ 517.764,"33,4"
2023-02-01,Tecnologia,Gestão de Extrato,67,14,2,2,R$ 1.051,R$ 39,"31,2"
2023-02-01,Conta,Problemas com a compra,255,12,2,2,R$ 649,-R$ 143,"34,0"
2023-03-01,Tecnologia,Vencimento fatura,53,4,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Devolução,853,29,8,8,R$ 4.517,R$ 32.443,"36,4"
2023-04-01,Tecnologia,Validação novo dispositivo,198,85,74,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Vencimento fatura,99,5,1,1,R$ 1.645,R$ 8.143,"47,1"
2023-02-01,Conta,Compensação fatura,156,16,3,3,R$ 4.871,R$ 112,"36,8"
2023-06-01,Conta,Não reconhecimento de compra no crédito,95,8,2,2,R$ 1.218,R$ 25.765,"34,7"
2023-03-01,Fraude,Atendimento de terceiros,13,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Primeiro Desbloqueio de cartão,23,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Novos Produtos,8,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Assunto não identificado,37,4,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Rastreio de cartão,14,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Dúvidas campanha,143,29,7,6,R$ 21.657,R$ 31.405,"42,0"
2023-06-01,Fraude,Falsidade ideológica,119,28,4,4,R$ 8.208,R$ 2.407,"32,3"
2023-01-01,Tecnologia,Primeiro Desbloqueio de cartão,28,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Pagamento de Boleto,16,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Segunda via cartão,29,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Não reconhecimento de recarga/título/ted,9,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Wallet,5,5,5,0,R$ 0,R$ 0,"0,0"
2023-05-01,Riscos 2 nivel,Rastreio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Prevenção à Fraude,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Gestão de Saque,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Novos Produtos,15,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Fechamento Fatura,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Pagamento de Boleto,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Faturas futuras,10,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Resultado da Proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Dúvidas PIX,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Gestão de Extrato,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Informações sobre fatura,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Novos Produtos,15,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Reabertura de conta,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Chat sem retorno,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Riscos 2 nivel,Resultado da Proposta,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Não reconhecimento de compra no crédito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Gestão do Bolso/Rendimento Conta,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Compra internacional,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Primeiro Desbloqueio de cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Validação novo dispositivo,20853,6517,692,570,R$ 897.885,R$ 2.233.281,"39,9"
2023-03-01,Conta,Novos Produtos,1769,389,47,40,R$ 55.073,R$ 47.246,"35,9"
2023-04-01,Cartão,Segunda via cartão,16928,13272,10881,290,R$ 529.899,R$ 778.555,"39,9"
2023-05-01,Conta,Novos Produtos,1103,268,35,31,R$ 40.126,R$ 43.775,"36,8"
2023-04-01,Cartão,Dúvidas sobre pagamento de fatura,6764,6307,5527,178,R$ 191.261,R$ 655.739,"35,9"
2023-05-01,Cartão,Compensação fatura,8750,2608,328,255,R$ 252.614,R$ 911.910,"33,4"
2023-05-01,Tecnologia,Novos Produtos,22,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Gestão de Recarga,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Compra internacional,146,34,4,4,R$ 7.306,R$ 10.943,"33,4"
2023-05-01,Fraude,Cancelamento de compra no crédito,14,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Desbloqueio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Token SMS,16,3,1,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Reclamação pagamento cashback,238,44,1,1,R$ 4.133,R$ 68,"35,9"
2023-05-01,Crédito Pessoal,Novos Produtos,43,5,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Rastreio de cartão,24,21,21,1,R$ 910,-R$ 178,"29,6"
2023-05-01,Tecnologia,Faturas futuras,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Reenvio de cartão,20,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Informações sobre fatura,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Dúvidas sobre campanha gamificação,11,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Validação novo dispositivo,6,1,1,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Gerar fatura,20,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Reenvio de cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Não reconhecimento de PIX,7,1,1,1,R$ 1.062,R$ 61,"31,2"
2023-05-01,Conta,Faturas futuras,7,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Comunicação Loja will,5,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Faturas futuras,9,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Fatura duplicada,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Uso do cartão de débito,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Novos Parceiros,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Token E-mail,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Token 3DS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Gestão de Extrato,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Problemas no site ou app,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Fechamento Fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Cancelamento de conta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Erro acessar app,935,174,11,9,R$ 5.050,R$ 6.080,"35,9"
