dt_mes,hierarquia_1,hierarquia_4,clientes_cx,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados
2023-03-01,Fraude,Bloqueio de conta,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Primeiro Desbloqueio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Token SMS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Falsidade ideológica,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Atendimento,Atendimento de terceiros,424,83,6,6,R$ 4.738,R$ 9.480,"36,4"
2023-05-01,Tecnologia,Erro Funcionalidades,4952,1602,161,149,R$ 136.426,R$ 187.309,"31,2"
2023-06-01,Cartão,Primeiro Desbloqueio de cartão,3390,538,57,51,R$ 64.815,R$ 33.313,"36,8"
2023-03-01,Conta,Uso do cartão de débito,359,67,9,8,R$ 12.821,R$ 57.471,"35,5"
2023-04-01,Tecnologia,Gerar fatura,105,18,6,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Rastreio de cartão,143,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,960,185,27,23,R$ 24.105,R$ 14.053,"35,9"
2023-03-01,Tecnologia,Validação novo dispositivo,350,23,2,2,R$ 1.950,R$ 349,"46,8"
2023-06-01,Conta,Chaves PIX,674,118,13,12,R$ 10.251,R$ 1.559,"37,9"
2023-06-01,Conta,Informações sobre fatura,126,11,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Recebimento de TED,46,10,2,0,R$ 0,R$ 0,"0,0"
2023-06-01,Atendimento,Canais de atendimento,437,92,6,5,R$ 7.810,R$ 6.625,"35,9"
2023-05-01,Tecnologia,Gestão do Bolso/Rendimento Conta,35,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Dúvidas sobre cartão,7,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Lançamentos duplicados,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Status da Proposta,16,5,1,1,R$ 2.379,R$ 188,"47,1"
2023-03-01,Cartão,Compra internacional,208,63,7,7,R$ 6.954,R$ 65.875,"35,9"
2023-02-01,Crédito Pessoal,Resultado da Proposta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Pagamento de Boleto,48,6,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Rastreio de cartão,95,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Não entendimento fatura,11,5,3,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Recebimento de TED,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Envio de PIX,18,1,1,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Recebimento de PIX,35,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Wallet,16,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Não reconhecimento de compra no crédito,20,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Fechamento Fatura,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Desbloqueio de cartão,24,6,1,1,R$ 650,-R$ 27,"47,1"
2023-01-01,Tecnologia,Parcelamento de compra,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Fatura duplicada,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Contactless,11,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Problemas com a compra,26,6,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Wallet,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Assunto não identificado,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Token SMS,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Reclamação pagamento cashback,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Envio de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Dúvidas FGTS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Dúvidas em lançamentos,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Token SMS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Bloqueio de conta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Token SMS,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Recebimento de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Compensação fatura,9787,2788,391,305,R$ 264.205,R$ 1.150.622,"31,2"
2023-01-01,Cartão,Dúvidas sobre pagamento de fatura,6761,1020,267,202,R$ 205.209,R$ 785.660,"36,8"
2023-01-01,Cartão,Problema no recebimento do cartão,2448,126,21,19,R$ 6.579,R$ 3.327,"31,2"
2023-01-01,Marketing,Validação novo dispositivo,18,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Não reconhecimento de compra no crédito,106,9,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Primeiro Desbloqueio de cartão,56,5,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Fatura duplicada,193,79,9,9,R$ 4.771,R$ 487,"31,2"
2023-06-01,Assunto não identificado, Falha no willbert,121,26,3,3,R$ 2.196,R$ 70,"31,2"
2023-04-01,Fraude,Chat sem retorno,8,2,2,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Rastreio de cartão,31,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Fechamento Fatura,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Novos Produtos,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Informações sobre fatura,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Rastreio de cartão,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Recebimento de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Cancelamento de conta,5,5,5,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Contactless,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Parcelamento de compra,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Resultado análise de fraude,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Parcelamento de compra,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Cartão adicional,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Gerar fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Contactless,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Problema no recebimento do cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Não reconhecimento de recarga/título/ted,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Dúvidas sobre empréstimo/crédito pessoal,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Dúvidas sobre campanha gamificação,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Dúvidas em lançamentos,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Token SMS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Reenvio de cartão,4902,301,44,40,R$ 31.375,R$ 19.563,"31,2"
2023-01-01,Cartão,Segunda via cartão,16256,3351,399,358,R$ 604.364,R$ 774.757,"39,9"
2023-04-01,Cartão,Alteração de Cadastro,7222,9460,7881,247,R$ 284.589,R$ 989.356,"36,8"
2023-03-01,Cartão,Não reconhecimento de compra no crédito,9239,2986,435,410,R$ 541.099,R$ 490.413,"36,8"
2023-01-01,Cartão,Resultado da Proposta,1121,122,31,28,R$ 65.029,R$ 192.429,"39,9"
2023-06-01,Riscos 2 nivel,Validação novo dispositivo,277,34,8,4,R$ 3.639,R$ 1.284,"48,7"
2023-03-01,Tecnologia,Problemas com a compra,165,12,1,1,R$ 100,R$ 108,"39,8"
2023-01-01,Fraude,Segunda via cartão,213,16,2,2,R$ 600,R$ 274,"27,8"
2023-01-01,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,1267,246,32,30,R$ 22.897,R$ 56.037,"34,6"
2023-06-01,Marketplace,Uso do cartão de débito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Informações sobre fatura,23,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Dúvidas sobre pagamento de fatura,35,3,1,1,R$ 100,R$ 0,"31,2"
2023-02-01,Cartão,Cartão black,26,8,2,1,R$ 11.930,R$ 9.120,"47,1"
2023-04-01,Tecnologia,Faturas futuras,50,6,2,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Cartão virtual,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Resultado da Proposta,47,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Resultado da Proposta,20,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Rastreio de cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Problema no recebimento do cartão,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Wallet,32,5,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Dúvidas sobre campanha gamificação,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Dúvidas PIX,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Token SMS,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Token SMS,7,1,1,1,R$ 1.541,R$ 46,"47,1"
2023-01-01,Marketing,Resultado da Proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Compra internacional,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Pagamento de Boleto,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Boleto de Depósito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Resultado análise de fraude,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Faturas futuras,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Dúvidas sobre campanha gamificação,1158,118,13,13,R$ 6.884,R$ 5.703,"33,4"
2023-05-01,Cartão,Cancelamento de conta,7710,1421,805,665,R$ 458.923,R$ 718.237,"33,4"
2023-02-01,Cartão,Problemas com a compra,6823,1765,150,137,R$ 201.494,R$ 232.371,"36,8"
2023-02-01,Cartão,Dúvidas em lançamentos,1790,673,41,40,R$ 42.939,R$ 47.016,"39,8"
2023-03-01,Conta,Recebimento de TED,45,9,1,1,R$ 360,R$ 679,"33,4"
2023-04-01,Marketing,Dúvidas campanha,684,262,136,12,R$ 23.430,R$ 57.308,"32,3"
2023-04-01,Cartão,Token E-mail,2476,1057,744,42,R$ 64.839,R$ 136.656,"39,2"
2023-05-01,Atendimento,Atendimento de terceiros,512,134,13,11,R$ 16.016,R$ 8.681,"36,8"
2023-06-01,Cartão,Fatura duplicada,159,63,6,5,R$ 4.853,R$ 29.606,"31,2"
2023-06-01,Fraude,Segunda via cartão,377,28,4,4,R$ 6.300,R$ 2.639,"36,4"
2023-03-01,Tecnologia,Erro acessar app,1415,406,38,33,R$ 52.121,R$ 111.169,"36,8"
2023-02-01,Conta,Não entendimento fatura,78,8,1,1,R$ 799,R$ 0,"31,2"
2023-02-01,Fraude,Problemas com a compra,156,38,1,1,R$ 457,-R$ 80,"39,8"
2023-02-01,Conta,Gestão do Bolso/Rendimento Conta,814,176,16,11,R$ 18.133,R$ 1.681,"36,8"
2023-02-01,Tecnologia,Não entendimento fatura,74,4,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Gestão de Extrato,32,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Informações sobre cartão,134,5,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Pagamento de Boleto,22,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Gestão de Saque,12,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Bloqueio de conta,69,52,35,2,R$ 9.984,R$ 2.218,"57,4"
2023-04-01,Conta,Cancelamento de cartão de débito,4,7,6,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Pagamento de Boleto,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Segunda via cartão,38,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Parcelamento de compra,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Status da Proposta,2,1,1,1,R$ 660,R$ 9.615,"29,6"
2023-06-01,Fraude,Dúvidas em lançamentos,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Chat sem retorno,9,1,1,1,R$ 910,R$ 4.515,"67,7"
2023-03-01,Marketplace,Gestão do Bolso/Rendimento Conta,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Cartão adicional,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Dúvidas em lançamentos,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Pix - Crédito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Resultado análise de fraude,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Token 3DS,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Reclamação pagamento cashback,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Informações sobre cartão,3,2,2,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Cancelamento de conta,6709,1335,824,706,R$ 478.842,R$ 384.905,"31,2"
2023-01-01,Conta,Pagamento de Boleto,2076,387,40,33,R$ 33.220,R$ 85.242,"35,9"
2023-01-01,Conta,Dúvidas PIX,929,263,32,27,R$ 22.747,R$ 63.477,"36,8"
2023-02-01,Cartão,Dúvidas sobre cartão,525,97,6,4,R$ 7.167,R$ 2.402,"36,8"
2023-04-01,Tecnologia,Problemas com a compra,348,79,58,1,R$ 3.441,R$ 589,"36,8"
2023-06-01,Cartão,Resultado da Proposta,320,45,7,6,R$ 9.952,R$ 4.539,"39,9"
2023-01-01,Conta,Novos Produtos,1833,335,51,46,R$ 62.616,R$ 117.741,"33,4"
2023-04-01,Conta,Problemas com a compra,326,187,160,4,R$ 4.572,R$ 2.856,"34,8"
2023-02-01,Conta,Informações sobre fatura,91,10,1,1,R$ 634,R$ 0,"31,2"
2023-03-01,Conta,Chaves PIX,617,168,18,15,R$ 9.462,R$ 13.974,"33,4"
2023-01-01,Conta,Gestão de Extrato,829,227,25,21,R$ 18.453,R$ 63.878,"33,4"
2023-06-01,Conta,Rastreio de cartão,191,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Parcelamento de compra,240,195,118,3,R$ 10.035,R$ 63.839,"47,1"
2023-03-01,Cartão,Chat sem retorno,303,36,6,6,R$ 7.864,R$ 5.342,"44,3"
2023-04-01,Conta,Token E-mail,59,3,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Problema no recebimento do cartão,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Informações sobre fatura,61,7,1,1,R$ 400,R$ 1.532,"24,4"
2023-05-01,Fraude,Cancelamento de conta,11,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Informações sobre fatura,50,4,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Novos Produtos,20,4,1,1,R$ 360,R$ 1.056,"24,4"
2023-02-01,Fraude,Compensação fatura,27,4,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Uso do cartão de débito,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Primeiro Desbloqueio de cartão,26,30,29,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Fechamento Fatura,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Token SMS,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Envio de PIX,23,2,1,1,R$ 450,R$ 550,"36,8"
2023-01-01,Marketing,Fechamento Fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Informações sobre fatura,10,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Dúvidas sobre campanha gamificação,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Wallet,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Reabertura de conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Member Get Member (MGM),3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Member Get Member (MGM),3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Wallet,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Canais de atendimento,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Riscos 2 nivel,Prevenção à Fraude,3,116,116,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Aviso viagem,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Vencimento fatura,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Recebimento de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Dúvidas sobre pagamento de fatura,5353,837,182,115,R$ 109.120,R$ 632.175,"35,9"
2023-05-01,Assunto não identificado,Assunto não identificado,6328,1852,249,210,R$ 245.678,R$ 842.224,"35,9"
2023-04-01,Conta,Rastreio de cartão,167,101,100,1,R$ 1.477,R$ 13.081,"36,8"
2023-05-01,Conta,Não reconhecimento de recarga/título/ted,68,11,3,2,R$ 450,R$ 2.852,"27,8"
2023-05-01,Riscos 2 nivel,Validação novo dispositivo,211,23,1,1,R$ 1.805,R$ 1.992,"47,1"
2023-02-01,Cartão,Member Get Member (MGM),240,33,8,7,R$ 5.643,R$ 5.331,"31,2"
2023-03-01,Cartão,Aviso viagem,51,22,4,4,R$ 4.287,R$ 5.326,"36,4"
2023-01-01,Conta,Consulta Saldo,56,12,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Novos Produtos,28,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Segunda via cartão,21,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Parcelamento de compra,11,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Falsidade ideológica,3,1,1,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Cartão black,27,5,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Dúvidas em lançamentos,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Não reconhecimento de compra no crédito,16,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Vencimento fatura,16,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Vencimento fatura,9,2,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Não entendimento fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Prevenção à Fraude,17,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Fatura duplicada,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Problema no recebimento do cartão,19,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Dúvidas sobre campanha gamificação,6,1,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Pagamento de Boleto,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Rastreio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Token SMS,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Gestão do Bolso/Rendimento Conta,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Cancelamento de compra no crédito,10473,3016,257,244,R$ 373.908,R$ 365.065,"38,5"
2023-06-01,Cartão,Rastreio de cartão,5905,650,73,69,R$ 69.957,R$ 50.092,"36,8"
2023-05-01,Conta,Gestão de Saque,582,119,8,7,R$ 6.622,R$ 12.081,"33,4"
2023-02-01,Cartão,Token E-mail,1289,167,20,16,R$ 33.134,R$ 14.337,"47,1"
2023-04-01,Cartão,Contactless,830,885,712,12,R$ 11.238,R$ 9.838,"39,8"
2023-05-01,Atendimento,Canais de atendimento,350,101,9,8,R$ 16.008,R$ 23.086,"31,2"
2023-06-01,Fraude,Vencimento fatura,77,3,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Token SMS,67,8,1,1,R$ 3.619,R$ 620,"28,4"
2023-01-01,Conta,Chaves PIX,483,103,18,17,R$ 16.144,R$ 54.770,"31,2"
2023-05-01,Tecnologia,Validação novo dispositivo,217,14,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Pagamento de Boleto,75,15,3,3,R$ 4.358,R$ 755,"36,8"
2023-06-01,Conta,Problemas com a compra,323,14,1,1,R$ 1.903,R$ 287,"38,5"
2023-04-01,Tecnologia,Token E-mail,80,13,5,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Cancelamento de conta,14,18,18,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Gestão do Bolso/Rendimento Conta,48,4,1,1,R$ 500,R$ 67,"33,4"
2023-01-01,Fraude,Primeiro Desbloqueio de cartão,83,3,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Atendimento,Chat sem retorno,160,32,3,3,R$ 4.716,R$ 19.565,"47,1"
2023-06-01,Marketing,Dúvidas campanha,230,55,5,3,R$ 7.930,-R$ 1.494,"31,2"
2023-05-01,Crédito Pessoal,Recebimento de PIX,47,4,1,1,R$ 360,-R$ 65,"31,2"
2023-02-01,Tecnologia,Gestão de Recarga,70,6,1,1,R$ 500,-R$ 121,"39,8"
2023-01-01,Tecnologia,Member Get Member (MGM),7,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Gestão de Extrato,45,5,1,1,R$ 200,R$ 894,"24,4"
2023-03-01,Atendimento,Chat duplicado,24,2,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Chat sem retorno,13,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Alteração de Cadastro na Proposta,15,6,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Member Get Member (MGM),7,4,4,0,R$ 0,R$ 0,"0,0"
2023-02-01,Tecnologia,Não reconhecimento de PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Dúvidas Conta,9,4,4,1,R$ 2.267,R$ 141,"47,1"
2023-04-01,Conta,Informações sobre cartão,7,5,5,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Reenvio de cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Fechamento Fatura,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Gerar fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Fatura duplicada,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Gestão de Saque,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Dúvidas em lançamentos,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Uso do cartão de débito,1,0,0,0,R$ 0,R$ 0,"0,0"
